record_id,source_split,composition_key,log10_sigma,censored,censor_direction
dbs,official_train,La:0.12765957|Li:0.27659574|O:0.51063830|Ta:0.02127660|Zr:0.06382979,-3.1001794975729036,False,
bt0,official_train,Ba:0.00212766|La:0.12553191|Li:0.27659574|O:0.51063830|Ta:0.02340426|Zr:0.06170213,-3.079876673709276,False,
dti,official_train,Ba:0.00425532|La:0.12340426|Li:0.27659574|O:0.51063830|Ta:0.02553191|Zr:0.05957447,-3.078833949362261,False,
7gm,official_train,Ba:0.00851064|La:0.11914894|Li:0.27659574|O:0.51063830|Ta:0.02978723|Zr:0.05531915,-3.1999706407558657,False,
c71,official_train,Ba:0.01276596|La:0.11489362|Li:0.27659574|O:0.51063830|Ta:0.03404255|Zr:0.05106383,-3.3080348972326394,False,
rgo,official_train,La:0.12000000|Li:0.28000000|O:0.52000000|Ta:0.08000000,-5.576754126063192,False,
zzr,official_train,Ge:0.04000000|Li:0.40000000|P:0.08000000|S:0.48000000,-2.1191864077192086,False,
kop,official_train,Ge:0.02641056|Li:0.40016006|P:0.08003201|S:0.48019208|Sn:0.01320528,-2.193820026016113,False,
rty,official_train,Ge:0.01320528|Li:0.40016006|P:0.08003201|S:0.48019208|Sn:0.02641056,-2.318758762624413,False,
kko,official_train,Li:0.40000000|P:0.08000000|S:0.48000000|Sn:0.04000000,-2.42021640338319,False,
ro9,official_test,B:0.07142857|Li:0.21428571|O:0.57142857|P:0.14285714,-11.017728766960431,False,
7cr,official_test,B:0.07142857|Li:0.14285714|Na:0.07142857|O:0.57142857|P:0.14285714,-17.356547323513812,False,
mdp,official_test,Li:0.33333333|P:0.14285714|S:0.52380952,-2.494850021680094,False,
ptg,official_test,Li:0.33333333|P:0.14285714|S:0.52380952,-2.065501548756432,False,
o4u,official_test,Ge:0.09090909|Li:0.43181818|P:0.02272727|S:0.45454545,-5.749579997691106,False,
yy9,official_test,Ge:0.06976744|Li:0.41860465|P:0.04651163|S:0.46511628,-3.7569619513137056,False,
mvq,official_test,Ge:0.04761905|Li:0.40476190|P:0.07142857|S:0.47619048,-3.184422251675733,False,
2yl,official_test,Ge:0.04191617|Li:0.40119760|P:0.07784431|S:0.47904192,-2.812479279163537,False,
5qm,official_test,Ge:0.03614458|Li:0.39759036|P:0.08433735|S:0.48192771,-2.7594507517174,False,
3jh,official_test,Ge:0.03030303|Li:0.39393939|P:0.09090909|S:0.48484848,-2.657577319177794,False,
j3x,official_test,Ge:0.02439024|Li:0.39024390|P:0.09756098|S:0.48780488,-3.2557070168773237,False,
s3r,official_test,Al:0.03670745|Li:0.44493882|O:0.44493882|P:0.03670745|Si:0.03670745,-5.488116639021126,False,
max,official_test,Al:0.02702703|Li:0.45945946|O:0.43243243|Si:0.08108108,-7.694648630553377,False,
k5y,official_test,Li:0.42857143|O:0.45714286|P:0.02857143|Si:0.08571429,-6.2564902352715706,False,
de5,official_test,Cl:0.60000000|In:0.10000000|Li:0.30000000,-2.6903698325741012,False,
cfy,official_test,Li:0.20000000|P:0.20000000|S:0.60000000,-10.10790539730952,False,
na5,official_test,H:0.43925234|Li:0.02803738|Mo:0.07476636|O:0.37383178|S:0.07476636|W:0.00934579,-6.42021640338319,False,
elz,official_test,Br:0.60000000|Li:0.30000000|Y:0.10000000,-2.7166987712964503,False,
p81,official_test,Al:0.16666667|Cl:0.66666667|Li:0.16666667,-6.0,False,
ecp,official_test,La:0.25000000|Li:0.25000000|O:0.50000000,-10.0,True,<
me3,official_test,La:0.22500000|Li:0.25000000|O:0.50000000|Sr:0.02500000,-9.201349354554731,False,
zs0,official_test,La:0.26041667|Li:0.19791667|Mg:0.02083333|O:0.52083333,-9.138465589140962,False,
ard,official_test,Li:0.08333333|O:0.66666667|P:0.08333333|Ta:0.16666667,-2.795880017344075,False,
ku9,official_test,La:0.05555556|Li:0.04444444|Na:0.01111111|Nb:0.22222222|O:0.66666667,-5.0034883278458215,False,
9n0,official_test,La:0.05555556|Li:0.03333333|Na:0.02222222|Nb:0.22222222|O:0.66666667,-4.954677021213342,False,
ozo,official_test,La:0.05555556|Li:0.02222222|Na:0.03333333|Nb:0.22222222|O:0.66666667,-4.928117992693875,False,
h5i,official_test,La:0.05555556|Li:0.01111111|Na:0.04444444|Nb:0.22222222|O:0.66666667,-4.91721462968355,False,
o9h,official_test,La:0.05555556|Li:0.00777778|Na:0.04777778|Nb:0.22222222|O:0.66666667,-4.910094888560602,False,
4xq,official_test,La:0.05555556|Li:0.00444444|Na:0.05111111|Nb:0.22222222|O:0.66666667,-5.228412519118745,False,
0ii,official_test,La:0.05555556|Li:0.00222222|Na:0.05333333|Nb:0.22222222|O:0.66666667,-5.399027104313252,False,
81x,official_test,Ag:0.01859504|La:0.11776860|Li:0.03719008|O:0.61983471|Ti:0.20661157,-4.0,False,
5fj,official_test,Ag:0.02789256|La:0.11776860|Li:0.02789256|O:0.61983471|Ti:0.20661157,-4.638272163982407,False,
0vd,official_test,Ag:0.03719008|La:0.11776860|Li:0.01859504|O:0.61983471|Ti:0.20661157,-6.698970004336019,False,
2uv,official_test,Li:0.44444444|Se:0.44444444|Sn:0.11111111,-4.698970004336019,False,
2r7,official_test,Cr:0.05263158|Li:0.15789474|Mo:0.15789474|O:0.63157895,-8.496209316942819,False,
b56,official_test,Li:0.10526316|Mg:0.10526316|Mo:0.15789474|O:0.63157895,-10.0,True,<
mfu,official_test,Fe:0.05263158|Li:0.15789474|Mo:0.15789474|O:0.63157895,-9.229884705212898,False,
kmr,official_test,Ge:0.03800000|Li:0.40000000|P:0.08000000|S:0.48000000|Si:0.00200000,-2.065501548756432,False,
85t,official_test,La:0.11728395|Li:0.05967078|O:0.61728395|Ti:0.20576132,-2.795880017344075,False,
i9a,official_test,Li:0.32258065|P:0.12903226|S:0.51612903|Zn:0.03225806,-3.0757207139381184,False,
i47,official_test,Li:0.14285714|P:0.14285714|S:0.57142857|Zn:0.14285714,-7.267606240177032,False,
dco,official_test,Li:0.26666667|P:0.13333333|S:0.53333333|Zn:0.06666667,-3.886056647693163,False,
tqb,official_test,Li:0.20689655|P:0.13793103|S:0.55172414|Zn:0.10344828,-4.782516055786093,False,
0lo,official_test,La:0.11776860|Li:0.05578512|O:0.61983471|Ti:0.20661157,-3.4685210829577446,False,
86o,official_test,La:0.12734864|Li:0.03757829|O:0.62630480|Ti:0.20876827,-3.3851027839668655,False,
2lu,official_test,La:0.11201629|Li:0.07331976|O:0.61099796|Ti:0.20366599,-3.162411561764489,False,
bd5,official_test,La:0.10953347|Li:0.07910751|O:0.60851927|Ti:0.20283976,-3.186419011431808,False,
ukw,official_test,La:0.10462777|Li:0.09054326|O:0.60362173|Ti:0.20120724,-3.300162274132754,False,
5h8,official_test,La:0.11958763|Li:0.05567010|O:0.61855670|Ti:0.20618557,-3.2225731776106885,False,
vwy,official_test,La:0.11451943|Li:0.06748466|O:0.61349693|Ti:0.20449898,-3.175223537524454,False,
2ha,official_test,La:0.11451943|Li:0.06748466|O:0.61349693|Ti:0.20449898,-3.7825160557860937,False,
il5,official_test,Li:0.05555556|Nd:0.05555556|O:0.66666667|Ta:0.22222222,-7.882728704344236,False,
r1m,official_test,Li:0.05555556|O:0.66666667|Sm:0.05555556|Ta:0.22222222,-9.364516253185087,False,
xq3,official_test,Fe:0.00701861|Li:0.12206286|Nb:0.17607568|O:0.60329570|Sr:0.09154715,-10.0,True,<
wgw,official_test,Li:0.12121212|Nb:0.18181818|O:0.60606061|Sr:0.09090909,-10.0,True,<
ipo,official_test,Hf:0.08333333|La:0.12500000|Li:0.29166667|O:0.50000000,-6.006563769502388,False,
bnu,official_test,Al:0.07142857|Ga:0.07142857|Ge:0.14285714|Li:0.14285714|O:0.57142857,-10.0,True,<
kxw,official_test,Al:0.14285714|Ge:0.14285714|Li:0.14285714|O:0.57142857,-10.0,True,<
um1,official_test,Ga:0.14285714|Ge:0.14285714|Li:0.14285714|O:0.57142857,-10.0,True,<
l2w,official_test,Li:0.28559177|Mg:0.02830189|P:0.17152659|S:0.51457976,-7.086186147616283,False,
ob9,official_test,Li:0.23544974|Mg:0.05908289|P:0.17636684|S:0.52910053,-5.3979400086720375,False,
ei3,official_test,Cl:0.60000000|Li:0.30000000|Y:0.10000000,-3.2684112348132612,False,
cmn,official_test,Cr:0.04255319|Li:0.09574468|O:0.63829787|P:0.15957447|Ti:0.06382979,-3.619788758288394,False,
lc1,official_test,Al:0.06043956|Li:0.06593407|O:0.65934066|P:0.16483516|Ta:0.04945055,-6.187086643357144,False,
sxv,official_test,Al:0.05555556|Li:0.05555556|O:0.66666667|P:0.16666667|Ta:0.05555556,-6.187086643357144,False,
ux3,official_test,Li:0.01376479|O:0.62352089|Si:0.14489254|Sm:0.21782178,-10.0,True,<
br1,official_test,Al:0.16666667|Li:0.50000000|N:0.33333333,-7.301029995663981,False,
jy6,official_test,Cl:0.07692308|Li:0.46153846|O:0.38461538|P:0.07692308,-9.0,False,
24k,official_test,Ge:0.13043478|Li:0.30434783|P:0.04347826|S:0.52173913,-3.958607314841775,False,
xnb,official_test,B:0.10000000|H:0.40000000|Li:0.25000000|P:0.05000000|S:0.20000000,-2.744727494896694,False,
mtr,official_test,Fe:0.00702062|La:0.12944274|Li:0.24923212|O:0.52654673|Zr:0.08775779,-3.0291883891274822,False,
s2v,official_test,Fe:0.00836636|La:0.12989872|Li:0.24526640|O:0.52840159|Zr:0.08806693,-2.8601209135987635,False,
4p7,official_test,Cl:0.20000000|Li:0.60000000|O:0.20000000,-1.6020599913279623,False,
lk8,official_test,Al:0.02000000|La:0.11000000|Li:0.09000000|O:0.60000000|Ti:0.18000000,-2.8210230527068307,False,
lud,official_test,Al:0.04000000|La:0.12000000|Li:0.08000000|O:0.60000000|Ti:0.16000000,-3.245651664288981,False,
vlm,official_test,Al:0.06000000|La:0.13000000|Li:0.07000000|O:0.60000000|Ti:0.14000000,-3.7931741239681505,False,
gwu,official_test,Al:0.08000000|La:0.14000000|Li:0.06000000|O:0.60000000|Ti:0.12000000,-6.982966660701219,False,
lcx,official_test,La:0.12711864|Li:0.01271186|O:0.63559322|Sr:0.01271186|Ti:0.21186441,-4.94692155651658,False,
mam,official_test,La:0.11764706|Li:0.02100840|O:0.63025210|Sr:0.02100840|Ti:0.21008403,-4.863279432843593,False,
0jx,official_test,La:0.10602911|Li:0.03118503|O:0.62370062|Sr:0.03118503|Ti:0.20790021,-4.275724130399211,False,
lyq,official_test,La:0.08350305|Li:0.05091650|O:0.61099796|Sr:0.05091650|Ti:0.20366599,-4.11690664142431,False,
2tt,official_test,La:0.07878788|Li:0.05656566|O:0.60606061|Sr:0.05656566|Ti:0.20202020,-4.218963061378868,False,
xy0,official_test,La:0.07258065|Li:0.06048387|O:0.60483871|Sr:0.06048387|Ti:0.20161290,-4.716698771296451,False,
epv,official_test,La:0.11958763|Li:0.05567010|O:0.61855670|Ti:0.20618557,-3.079876673709276,False,
v7r,official_test,La:0.11451943|Li:0.06748466|O:0.61349693|Ti:0.20449898,-2.886056647693163,False,
yhc,official_test,La:0.11201629|Li:0.07331976|O:0.61099796|Ti:0.20366599,-2.812479279163537,False,
q3c,official_test,La:0.10953347|Li:0.07910751|O:0.60851927|Ti:0.20283976,-2.9030899869919438,False,
pdv,official_test,La:0.10462777|Li:0.09054326|O:0.60362173|Ti:0.20120724,-3.1051303432547472,False,
o23,official_test,La:0.05555556|Li:0.05555556|O:0.66666667|Ta:0.22222222,-4.583359492661719,False,
4ie,official_test,F:0.00858369|Ga:0.01072961|La:0.12875536|Li:0.25965665|O:0.50643777|Zr:0.08583691,-2.8927900303521317,False,
5d6,official_test,La:0.12605042|Li:0.28571429|Mo:0.00420168|O:0.50420168|Zr:0.07983193,-4.096910013008056,False,
ciq,official_test,La:0.12711864|Li:0.27966102|Mo:0.00847458|O:0.50847458|Zr:0.07627119,-3.5072396109731625,False,
suz,official_test,La:0.12820513|Li:0.27350427|Mo:0.01282051|O:0.51282051|Zr:0.07264957,-3.43297363384094,False,
1tk,official_test,La:0.12931034|Li:0.26724138|Mo:0.01724138|O:0.51724138|Zr:0.06896552,-3.4685210829577446,False,
9o6,official_test,La:0.12765957|Li:0.27659574|Mo:0.01063830|O:0.51063830|Zr:0.07446809,-3.4775557664936803,False,
lpt,official_test,Li:0.19047619|Nd:0.14285714|O:0.57142857|Sb:0.04761905|Te:0.04761905,-8.060480747381382,False,
j5g,official_test,La:0.13043478|Li:0.26086957|Nb:0.06521739|O:0.52173913|Y:0.02173913,-3.72584215073632,False,
dvb,official_test,La:0.13513514|Li:0.23423423|Nb:0.08558559|O:0.54054054|Y:0.00450450,-4.1944991418416,False,
cti,official_test,La:0.13392857|Li:0.24107143|Nb:0.08035714|O:0.53571429|Y:0.00892857,-4.17134010346468,False,
2d1,official_test,La:0.13333333|Li:0.24444444|Nb:0.07777778|O:0.53333333|Y:0.01111111,-4.037157318798758,False,
wa3,official_test,Al:0.00847458|La:0.12711864|Li:0.27118644|O:0.50847458|Zr:0.08474576,-3.595166283380062,False,
l6h,official_test,Al:0.00854701|La:0.12820513|Li:0.26495726|O:0.51282051|Ta:0.00854701|Zr:0.07692308,-3.211831628858832,False,
whw,official_test,La:0.12605042|Li:0.28571429|O:0.50420168|Sb:0.00840336|Zr:0.07563025,-4.229147988357856,False,
duf,official_test,La:0.12711864|Li:0.27966102|O:0.50847458|Sb:0.01694915|Zr:0.06779661,-3.113509274827518,False,
dll,official_test,La:0.12820513|Li:0.27350427|O:0.51282051|Sb:0.02564103|Zr:0.05982906,-3.1804560644581312,False,
i90,official_test,La:0.12931034|Li:0.26724138|O:0.51724138|Sb:0.03448276|Zr:0.05172414,-3.3467874862246565,False,
dm9,official_test,La:0.13043478|Li:0.26086957|O:0.52173913|Sb:0.04347826|Zr:0.04347826,-3.5850266520291822,False,
32j,official_test,Hf:0.08333333|La:0.12500000|Li:0.29166667|O:0.50000000,-3.619788758288394,False,
3rh,official_test,La:0.12765957|Li:0.27659574|Nb:0.05319149|O:0.51063830|Y:0.03191489,-3.5686362358410126,False,
a6v,official_test,La:0.13071895|Li:0.23529412|Nb:0.07843137|O:0.52287582|Y:0.03267974,-4.600326278518962,False,
ar1,official_test,Li:0.44444444|S:0.33333333|Se:0.11111111|Sn:0.11111111,-4.1249387366083,False,
cz2,official_test,Li:0.44444444|S:0.11111111|Se:0.33333333|Sn:0.11111111,-6.022276394711152,False,
klr,official_test,Li:0.44444444|S:0.22222222|Se:0.22222222|Sn:0.11111111,-4.443697499232712,False,
mn3,official_test,Li:0.44444444|Se:0.44444444|Sn:0.11111111,-7.346787486224656,False,
o0a,official_test,Ge:0.08333333|Li:0.44444444|Se:0.44444444|Sn:0.02777778,-5.221848749616356,False,
qer,official_test,Ge:0.05555556|Li:0.44444444|Se:0.44444444|Sn:0.05555556,-5.7447274948966935,False,
aab,official_test,Ge:0.02777778|Li:0.44444444|Se:0.44444444|Sn:0.08333333,-6.080921907623926,False,
1ty,official_test,Ge:0.11111111|Li:0.44444444|S:0.33333333|Se:0.11111111,-5.070581074285707,False,
zv5,official_test,Ge:0.11111111|Li:0.44444444|S:0.22222222|Se:0.22222222,-4.552841968657781,False,
xk3,official_test,Ge:0.11111111|Li:0.44444444|Se:0.44444444,-5.301029995663981,False,
i4l,official_test,Ge:0.11111111|Li:0.44444444|S:0.11111111|Se:0.33333333,-4.823908740944319,False,
